Date,Open,High,Low,Close,Volume
2023-11-03,333.41,354.39,331.83,352.8,119237928
2023-10-27,325.47,346.2,324.39,329.81,178267212
2023-10-20,331.05,336.88,325.45,326.67,113729959
2023-10-13,324.75,333.83,323.18,327.73,100910313
2023-10-06,316.28,329.19,311.215,327.26,104962901
2023-09-29,316.59,319.47,309.45,315.75,107374481
2023-09-22,327.8,330.4,315.0,317.01,111793469
2023-09-15,337.24,340.86,329.65,330.22,108640058
2023-09-08,329.0,336.16,328.66,334.27,74018792
2023-09-01,325.66,331.99,321.722,328.66,90668160
2023-08-25,317.93,332.98,317.04,322.98,106273900
2023-08-18,321.39,325.09,311.5508,316.48,102513461
2023-08-11,328.37,331.11,319.21,321.01,106911584
2023-08-04,336.92,338.54,325.95,327.78,113690368
2023-07-28,345.85,351.89,329.05,338.37,194860778
2023-07-21,345.678,366.78,339.83,343.77,228153310
2023-07-14,334.6,351.43,327.0,345.24,138404817
2023-07-07,339.19,342.99,334.7276,337.22,80091428
2023-06-30,333.72,342.73,328.49,340.54,109964013
2023-06-23,339.31,342.08,332.07,335.02,98196871
2023-06-16,328.58,351.47,325.16,342.33,158712883
2023-06-09,335.22,338.5599,322.5,326.79,128227063
2023-06-02,335.23,337.5,324.72,335.4,127697548
2023-05-26,318.6,333.4,312.61,332.89,158230100
2023-05-19,309.095,319.04,307.59,318.34,122204598
2023-05-12,310.13,313.0,306.09,308.97,124192361
2023-05-05,306.97,311.97,303.4,310.65,120776259
2023-04-28,282.09,308.93,275.37,307.26,219796618
2023-04-21,289.93,291.755,283.0608,285.76,106024017
2023-04-14,289.208,289.9,281.64,286.14,122993610
2023-04-06,286.52,292.08,282.03,291.6,102542745
2023-03-31,280.5,289.27,272.0451,288.3,131625277
2023-03-24,276.98,281.06,269.5191,280.57,177709524
2023-03-17,247.4,283.33,245.73,279.43,237347572
2023-03-10,256.425,260.12,247.6,248.59,117910562
2023-03-03,252.46,255.62,245.61,255.29,126840033
2023-02-24,254.48,256.84,248.1,249.22,105098500
2023-02-17,267.64,274.97,256.0,258.06,170244679
2023-02-10,257.44,276.76,254.78,263.1,196239002
2023-02-03,244.51,264.69,242.2,258.35,152686042
2023-01-27,241.1,249.83,230.9,248.16,198648466
2023-01-20,237.97,242.38,230.68,240.22,123872791
2023-01-13,226.45,239.9,226.41,239.23,131675747
2023-01-06,243.08,245.75,219.35,224.93,159562627
2022-12-30,238.7,241.92,234.17,239.82,75854917
2022-12-23,244.86,245.615,233.87,238.73,128396491
2022-12-16,247.445,263.915,243.51,244.69,229942973
2022-12-09,252.01,253.819,242.205,245.42,109602043
2022-12-02,246.08,256.12,238.21,255.02,137930867
2022-11-25,241.43,248.7,240.71,247.49,74769633
2022-11-18,241.985,247.0,237.63,241.22,137343796
2022-11-11,221.99,247.99,221.28,247.11,170431704
2022-11-04,233.76,235.74,213.431,221.39,170779529
2022-10-28,243.76,251.04,225.78,235.87,223443932
2022-10-21,235.82,243.93,234.29,242.12,122568305
2022-10-14,233.05,237.24,219.13,228.56,154871905
2022-10-07,235.41,250.58,233.17,234.24,142125397
2022-09-30,237.045,242.33,232.73,232.9,146921666
2022-09-23,242.465,247.66,235.2,237.92,147215927
2022-09-16,265.78,267.45,242.0627,244.74,147336678
2022-09-09,256.2,265.23,251.94,264.46,87823670
2022-09-02,265.85,267.4,254.47,256.06,113799087
2022-08-26,282.08,282.46,267.98,268.09,104858212
2022-08-19,291.0,294.18,285.56,286.15,92198119
2022-08-12,284.05,291.91,277.61,291.91,109536514
2022-08-05,277.82,283.8,272.38,282.91,102685912
2022-07-29,260.995,282.0,249.57,280.74,172010083
2022-07-22,259.75,265.33,253.3,260.36,113061843
2022-07-15,265.65,266.53,245.94,256.72,139761854
2022-07-08,256.16,269.055,254.74,267.66,87314678
2022-07-01,268.205,268.3,252.9,259.58,126633760
2022-06-24,250.255,267.98,249.51,267.7,115674192
2022-06-17,245.11,255.3,241.51,247.65,184152944
2022-06-10,272.06,274.18,252.53,252.99,120518929
2022-06-03,272.53,277.69,261.6,270.02,135187036
2022-05-27,255.49,273.34,253.43,273.24,142680141
2022-05-20,259.955,268.33,246.44,252.56,164627282
2022-05-13,270.06,273.75,250.02,261.12,221997169
2022-05-06,277.71,290.88,271.27,274.73,175633827
2022-04-29,273.29,290.98,270.0,277.52,211924047
2022-04-22,278.91,293.3,273.38,274.03,124741446
2022-04-14,291.79,292.61,279.32,279.83,115664768
2022-04-08,310.09,315.11,296.28,296.97,143204193
2022-04-01,304.33,315.95,304.33,309.42,148667745
2022-03-25,298.89,305.5,294.9,303.68,128192615
2022-03-18,280.34,301.0,275.82,300.43,175744631
2022-03-11,288.53,289.69,270.0,280.07,184358475
2022-03-04,294.31,303.13,287.165,289.86,157402366
2022-02-25,285.0,297.63,271.52,297.31,168916893
2022-02-18,293.77,300.87,286.305,287.93,160446684
2022-02-11,306.17,311.93,294.22,295.04,176800964
2022-02-04,308.95,315.12,299.96,305.94,202857381
2022-01-28,292.2,308.5,276.05,308.26,352537899
2022-01-21,304.07,313.9093,295.61,296.03,180568678
2022-01-14,309.485,323.41,303.75,310.2,193141391
2022-01-07,335.35,338.0,310.09,314.04,174012812
2021-12-31,335.46,344.3,335.43,336.32,84417803
2021-12-23,320.05,336.39,317.57,334.69,97516470
2021-12-17,340.68,343.79,317.25,323.8,191737796
2021-12-10,323.95,343.0,319.23,342.54,146125332
2021-12-03,334.94,339.28,318.03,323.01,177395495
2021-11-26,344.62,349.67,328.12,329.68,107337225
2021-11-19,337.54,345.1,334.034,343.11,101090157
2021-11-12,337.3,338.72,329.92,336.72,106622220
2021-11-05,331.355,338.79,326.37,336.06,120621826
2021-10-29,309.36,332.0,306.46,331.62,159314433
2021-10-22,303.57,311.09,302.69,309.16,91315937
2021-10-15,292.92,304.45,292.35,304.21,113344507
2021-10-08,287.4,296.6409,280.25,294.85,122462501
2021-10-01,296.14,296.47,281.29,289.1,155541590
2021-09-24,296.33,300.9,289.52,299.35,120872685
2021-09-17,297.55,305.32,294.08,299.87,134785958
2021-09-10,301.005,302.14,295.38,295.71,71791265
2021-09-03,301.115,305.19,300.18,301.14,92659391
2021-08-27,303.245,305.65,296.83,299.72,101283798
2021-08-20,293.19,305.84,288.64,304.36,135072369
2021-08-13,289.75,292.9,285.2,292.85,80543547
2021-08-06,286.36,289.63,283.74,289.46,80827209
2021-07-30,289.0,290.15,282.95,284.91,129074080
2021-07-23,278.9335,289.99,274.45,289.67,129711825
2021-07-16,279.157,284.1,276.58,280.75,116956560
2021-07-09,278.03,280.6945,274.3,277.94,103360847
2021-07-02,266.185,278.0,265.91,277.65,104384023
2021-06-25,259.82,267.85,257.92,265.02,117966870
2021-06-18,257.9,262.3,254.42,259.43,128993727
2021-06-11,249.98,258.4868,249.81,257.89,107035149
2021-06-04,251.23,251.65,243.0,250.79,93208820
2021-05-28,247.785,252.94,247.51,249.68,99588636
2021-05-21,246.55,248.33,238.6,245.17,114541724
2021-05-14,250.87,251.73,238.07,248.15,153151228
2021-05-07,253.4,254.35,244.69,252.46,127807942
2021-04-30,261.66,263.19,249.0,252.18,169214799
2021-04-23,260.19,261.78,255.64,261.15,114067956
2021-04-16,254.71,261.0,254.62,260.74,124563138
2021-04-09,242.76,255.99,242.7,255.85,130514397
2021-04-01,236.59,242.84,231.1,242.35,123980920
2021-03-26,230.27,241.05,230.14,236.48,146927214
2021-03-19,234.96,240.055,229.3496,230.35,164979946
2021-03-12,231.37,239.17,227.13,235.75,150656031
2021-03-05,235.9,237.47,224.26,231.6,168775377
2021-02-26,237.42,237.93,227.88,232.38,169414358
2021-02-19,245.03,246.13,240.18,240.97,90368267
2021-02-12,243.15,245.92,240.81,244.99,100112782
2021-02-05,235.06,245.09,232.43,242.2,129501505
2021-01-29,229.12,242.64,224.22,231.96,243806631
2021-01-22,213.75,230.07,212.63,225.95,129180335
2021-01-15,218.47,218.91,212.03,212.65,127375699
2021-01-08,222.53,223.0,211.94,219.62,147534431
2020-12-31,224.45,227.18,219.68,222.42,76380383
2020-12-24,217.55,225.63,217.2801,222.75,89075493
2020-12-18,213.1,220.89,212.24,218.59,186710444
2020-12-11,214.37,216.95,209.11,213.26,137791151
2020-12-04,214.1,217.32,210.835,214.36,137074249
2020-11-27,210.95,216.27,208.16,215.23,95039045
2020-11-20,214.87,217.74,209.93,210.39,125116110
2020-11-13,224.435,228.12,209.72,216.51,158127280
2020-11-06,204.29,224.36,200.12,223.72,161978002
2020-10-30,213.85,216.3399,199.62,202.47,193420153
2020-10-23,220.415,222.3,211.7,216.23,114335316
2020-10-16,218.79,225.21,216.01,219.66,141654870
2020-10-09,207.22,215.86,204.82,215.81,121950760
2020-10-02,210.88,213.99,205.54,206.19,150611695
2020-09-25,197.19,209.04,196.38,207.82,164800307
2020-09-18,204.24,210.65,196.25,200.39,167808757
2020-09-11,206.5,214.8399,201.24,204.03,167684903
2020-09-04,227.0,232.86,205.19,214.25,206710590
2020-08-28,214.79,231.15,212.43,228.91,171999762
2020-08-21,209.6,216.25,208.91,213.02,132258021
2020-08-14,211.67,211.88,203.14,208.9,141752091
2020-08-07,211.52,217.64,210.31,212.48,217598950
2020-07-31,201.47,205.1,199.01,205.01,149372422
2020-07-24,205.0,213.94,197.51,201.3,230978319
2020-07-17,214.48,215.8,201.39,202.88,169559618
2020-07-10,208.83,216.38,207.99,213.67,158537665
2020-07-02,195.78,208.02,193.55,206.26,122405847
2020-06-26,195.79,203.95,194.88,196.33,182956736
2020-06-19,184.58,199.29,184.01,195.15,168517456
2020-06-12,185.94,198.52,184.44,187.74,203096094
2020-06-05,182.54,187.73,181.35,187.2,149429874
2020-05-29,186.34,186.5,176.6,183.25,151569299
2020-05-22,185.75,186.67,182.54,183.51,143226709
2020-05-15,183.15,187.51,175.68,183.16,196126640
2020-05-08,174.49,185.0,173.8,184.68,158579959
2020-05-01,176.59,180.4,169.39,174.57,212119968
2020-04-24,176.63,178.75,166.11,174.55,194621072
2020-04-17,164.35,180.0,162.3,178.6,238965670
2020-04-09,160.32,170.0,157.58,165.14,229630744
2020-04-03,152.44,164.78,150.01,153.83,290191457
2020-03-27,137.01,156.66,132.52,149.7,358866845
2020-03-20,140.0,150.15,135.0,137.35,421347734
2020-03-13,151.0,161.91,138.58,158.83,378231775
2020-03-06,165.31,175.0,156.0,161.57,313160520
2020-02-28,167.77,174.84,152.0,162.01,383019972
2020-02-21,185.61,188.18,177.25,178.59,143313345
2020-02-14,183.58,190.7,181.85,185.35,194512444
2020-02-07,170.43,185.63,170.4,183.89,167049170
2020-01-31,161.15,174.05,160.2,170.23,179845938
2020-01-24,166.68,168.19,164.45,165.04,97961146
2020-01-17,161.76,167.47,161.26,167.1,121822087
2020-01-10,157.08,163.22,156.51,161.34,112604365
2020-01-03,158.99,160.73,156.45,158.62,78506330
2019-12-27,158.12,159.55,157.12,158.96,59656712
2019-12-20,155.11,158.49,153.75,157.41,153142114
2019-12-13,151.07,154.89,150.33,154.53,100577839
2019-12-06,151.81,151.87,146.65,151.75,104537379
2019-11-29,150.0,152.5,149.92,151.38,74242278
2019-11-22,150.07,151.33,148.46,149.59,105652749
2019-11-15,145.34,149.99,144.73,149.97,93727027
2019-11-08,144.83,145.99,143.2,145.96,86277623
2019-11-01,144.4,145.67,142.65,143.72,131732463
2019-10-25,138.45,141.14,135.61,140.73,142631768
2019-10-18,139.69,141.79,136.56,137.41,107104735
2019-10-11,137.14,141.03,135.62,139.68,107510772
2019-10-04,138.05,140.25,133.22,138.12,123233428
2019-09-27,139.23,140.69,136.03,137.73,110281568
2019-09-20,135.83,142.37,135.66,139.44,135317290
2019-09-13,139.59,139.75,134.51,137.32,129776465
2019-09-06,136.61,140.38,135.7,139.1,83840107
2019-08-30,134.99,139.18,133.55,137.86,104909787
2019-08-23,137.85,139.49,132.8,133.39,117766903
2019-08-16,137.07,138.8,132.25,136.13,131659759
2019-08-09,133.3,139.38,130.78,137.71,159823950
2019-08-02,141.5,141.51,135.08,136.9,143400310
2019-07-26,137.41,141.68,137.33,141.34,101248083
2019-07-19,139.44,140.67,134.67,136.62,139389612
2019-07-12,136.4,139.22,135.37,138.9,102201981
2019-07-05,136.63,137.74,134.97,137.06,69662439
2019-06-28,137.0,138.4,132.73,133.96,124214457
2019-06-21,132.63,137.73,132.53,136.97,133967168
2019-06-14,132.4,134.24,130.71,132.45,102505844
2019-06-07,123.85,132.25,119.01,131.4,147636968
2019-05-31,126.98,128.0,123.32,123.68,89367881
2019-05-24,126.52,128.24,124.74,126.24,92123847
2019-05-17,124.11,130.46,123.04,128.07,139816701
2019-05-10,126.39,128.56,123.57,127.13,146827040
2019-05-03,129.9,130.7,125.52,128.9,119573665
2019-04-26,122.62,131.37,122.57,129.89,132620050
2019-04-18,120.94,123.52,120.1,123.37,77156295
2019-04-12,119.81,120.98,118.58,120.95,83159600
2019-04-05,118.95,120.43,118.1,119.89,99731237
2019-03-29,116.56,118.71,115.52,117.94,119632716
2019-03-22,116.17,120.82,116.05,117.05,160388610
2019-03-15,110.99,117.25,110.98,115.91,173532134
2019-03-08,113.02,113.25,108.8,110.51,111990712
2019-03-01,111.76,113.24,110.88,112.53,119359497
2019-02-22,107.79,111.2,106.29,110.97,96472580
2019-02-15,106.2,108.3,104.97,108.22,110757176
2019-02-08,102.87,107.27,102.77,105.67,130472196
2019-02-01,106.26,106.48,102.17,102.78,201611213
2019-01-25,106.75,107.88,104.86,107.17,112628578
2019-01-18,101.9,107.9,101.26,107.71,155699162
2019-01-11,101.64,104.88,100.98,102.8,157833149
2019-01-04,101.29,102.51,97.2,101.93,155142140
2018-12-28,97.68,102.41,93.96,100.39,183237806
2018-12-21,105.41,106.88,97.46,98.23,356050950
2018-12-14,104.8,111.27,103.89,106.03,197742990
2018-12-07,113.0,113.42,104.3,104.82,174082124
2018-11-30,104.79,111.33,104.58,110.89,170037931
2018-11-23,108.27,108.56,99.35,103.07,150780076
2018-11-16,109.42,109.96,103.91,108.29,180498817
2018-11-09,106.37,112.24,105.9,109.57,147847424
2018-11-02,108.11,108.7,100.11,106.16,242639657
2018-10-26,109.32,110.54,101.59,106.96,251383718
2018-10-19,108.91,111.81,106.95,108.66,155518177
2018-10-12,111.66,113.08,104.2,109.57,228861873
2018-10-05,114.75,116.18,110.64,112.13,120208912
2018-09-28,113.03,115.1,112.22,114.37,110093609
2018-09-21,113.69,115.29,111.04,114.26,159580089
2018-09-14,108.84,113.73,108.36,113.37,109098713
2018-09-07,110.85,111.96,107.23,108.21,101483263
2018-08-31,109.27,112.78,108.51,112.33,105653318
2018-08-24,107.51,108.56,105.78,108.4,94198444
2018-08-17,109.24,109.75,106.69,107.58,104691805
2018-08-10,108.12,110.16,107.56,109.0,83694598
2018-08-03,107.19,108.09,104.76,108.04,130716035
2018-07-27,106.3,111.15,106.13,107.68,155199034
2018-07-20,105.4,108.2,103.89,106.27,173393038
2018-07-13,101.65,105.6,101.1,105.43,106139197
2018-07-06,98.1,101.43,98.0,101.16,72446825
2018-06-29,100.0,100.11,97.26,98.61,148332848
2018-06-22,100.01,102.52,99.42,100.41,140541209
2018-06-15,101.01,102.03,100.07,100.13,162739393
2018-06-08,101.26,102.69,100.38,101.63,122316267
2018-06-01,97.84,100.86,97.23,100.79,113626024
2018-05-25,97.0,98.98,96.32,98.36,101128083
2018-05-18,97.92,98.69,95.83,96.36,96545432
2018-05-11,95.17,97.95,95.05,97.7,114220453
2018-05-04,96.33,96.4,92.45,95.16,154077356
2018-04-27,95.74,97.9,90.28,95.82,181387708
2018-04-20,94.07,97.07,93.42,95.0,122809288
2018-04-13,91.04,94.18,90.62,93.08,133450878
2018-04-06,90.47,93.07,87.51,90.23,189087091
2018-03-29,90.61,95.14,88.4,91.27,207104405
2018-03-23,93.74,94.05,87.08,87.18,157031195
2018-03-16,96.5,97.24,92.83,94.6,164964544
2018-03-09,92.34,96.54,92.26,96.54,133800312
2018-03-02,94.4,95.84,90.86,93.05,154581506
2018-02-23,91.48,94.07,91.01,94.06,104692721
2018-02-16,88.74,93.5,87.8,92.0,153611971
2018-02-09,90.56,93.24,83.83,88.18,253644732
2018-02-02,95.14,96.07,91.5,91.78,202570318
2018-01-26,90.0,94.06,89.74,94.06,127913923
2018-01-19,90.1,90.79,88.01,90.0,118433167
2018-01-12,88.2,89.78,87.24,89.6,98343817
2018-01-05,86.13,88.41,85.5,88.19,89838713
2017-12-29,85.31,86.05,85.03,85.54,50773814
2017-12-22,87.12,87.4999,84.71,85.51,98890443
2017-12-15,84.29,87.09,84.12,86.85,136262249
2017-12-08,84.42,84.58,80.7,84.16,132514425
2017-12-01,83.31,85.06,83.18,84.26,128510609
2017-11-24,82.4,83.9,82.25,83.26,64949156
2017-11-17,83.66,84.1,82.24,82.4,94156894
2017-11-10,84.2,84.9,82.9,83.87,94050917
2017-11-03,83.7,84.54,82.88,84.14,121452467
2017-10-27,78.99,86.2,78.01,83.81,156867173
2017-10-20,77.42,78.97,77.25,78.81,78931157
2017-10-13,75.97,77.87,75.86,77.49,71908474
2017-10-06,74.71,76.12,73.71,76.0,74782566
2017-09-29,74.09,74.535,72.92,74.49,87056437
2017-09-22,75.23,75.97,73.85,74.41,91761244
2017-09-15,74.31,75.49,74.07,75.31,97705887
2017-09-08,73.34,74.6,72.98,73.98,69017636
2017-09-01,73.06,74.96,72.05,73.94,90545558
2017-08-25,72.47,73.35,71.7,72.82,73981293
2017-08-18,73.06,74.1,71.93,72.49,95411795
2017-08-11,72.8,73.13,71.28,72.5,104828725
2017-08-04,73.3,73.44,71.445,72.68,109134465
2017-07-28,73.53,74.42,72.32,73.04,111200086
2017-07-21,72.8,74.3,72.66,73.79,148878177
2017-07-14,69.46,73.27,69.2,72.78,95004977
2017-07-07,69.33,69.84,68.02,69.46,73013732
2017-06-30,71.4,71.71,68.09,68.93,120667642
2017-06-23,70.5,71.25,69.71,71.21,108512334
2017-06-16,69.25,71.1,68.13,70.0,170063923
2017-06-09,71.97,72.89,68.59,70.32,155224472
2017-06-02,69.79,71.86,69.451,71.76,102092670
2017-05-26,67.89,70.22,67.5,69.96,86602544
2017-05-19,68.14,69.44,67.14,67.69,145206491
2017-05-12,68.97,69.56,68.04,68.38,103664709
2017-05-05,68.68,69.71,68.485,69.0,123335404
2017-04-28,67.48,69.14,67.1,68.46,156408932
2017-04-21,65.04,66.7,64.89,66.4,113659769
2017-04-13,65.61,65.86,64.85,64.95,71749271
2017-04-07,65.81,66.35,65.19,65.68,87039641
2017-03-31,64.63,66.19,64.35,65.86,88476598
2017-03-24,64.91,65.5,64.12,64.98,103804886
2017-03-17,65.01,65.24,64.15,64.87,129108029
2017-03-10,63.97,65.26,63.81,64.93,98167226
2017-03-03,64.54,64.99,63.62,64.25,108727793
2017-02-24,64.61,64.95,64.05,64.62,82018448
2017-02-17,64.24,65.24,64.02,64.62,104828847
2017-02-10,63.5,64.435,63.14,64.0,98985116
2017-02-03,65.69,65.79,62.75,63.68,172722294
2017-01-27,62.7,65.91,62.57,65.78,160798071
2017-01-20,62.68,62.98,62.03,62.74,88999202
2017-01-13,62.76,63.4,61.95,62.7,100883602
2017-01-06,62.79,63.15,62.03,62.84,86832957
2016-12-30,63.21,64.07,62.03,62.14,62247011
2016-12-23,62.56,64.1,62.42,63.24,112043306
2016-12-16,61.82,63.45,61.72,62.3,156392554
2016-12-09,59.7,61.99,59.56,61.97,122838771
2016-12-02,60.34,61.41,58.8,59.25,137812561
2016-11-25,60.5,61.26,60.13,60.53,73117824
2016-11-18,59.02,61.14,57.28,60.35,164384062
2016-11-11,59.78,60.78,57.6302,59.02,200822869
2016-11-04,60.16,60.42,58.52,58.71,123412131
2016-10-28,59.94,61.3699,59.58,59.87,181170290
2016-10-21,57.36,60.45,56.66,59.66,195345767
2016-10-14,57.91,58.39,56.315,57.42,119587590
2016-10-07,57.405,57.98,56.97,57.8,92303431
2016-09-30,57.08,58.1679,56.681,57.6,125664515
2016-09-23,57.27,58.0,56.75,57.43,111805897
2016-09-16,56.0,57.63,55.61,57.25,155377027
2016-09-09,57.78,57.84,56.21,56.21,89031792
2016-09-02,58.18,58.6,57.01,57.67,99183513
2016-08-26,57.6,58.7,57.26,58.03,91629582
2016-08-19,58.01,58.5,57.2,57.62,90149203
2016-08-12,58.055,58.5,57.62,57.94,91968595
2016-08-05,56.6,58.21,56.14,57.96,139123963
2016-07-29,56.47,57.29,55.72,56.68,154126188
2016-07-22,53.7,56.84,52.93,56.57,239597518
2016-07-15,52.5,54.0,52.47,53.7,131513504
2016-07-08,50.83,52.36,50.39,52.3,100950032
2016-07-01,49.1,51.72,48.035,51.16,169949551
2016-06-24,50.64,52.06,49.52,49.83,261054437
2016-06-17,49.58,50.715,49.06,50.13,236451710
2016-06-10,51.99,52.73,51.04,51.48,106398294
2016-06-03,52.26,53.0,51.6,51.79,109186979
2016-05-27,50.6,52.49,49.98,52.32,127137891
2016-05-20,50.8,51.96,49.82,50.62,120491190
2016-05-13,50.49,51.895,50.0,51.08,111576827
2016-05-06,50.0,50.75,49.46,50.39,134010358
2016-04-29,51.78,52.35,49.35,49.87,201675370
2016-04-22,55.49,56.77,50.77,51.78,255321678
2016-04-15,54.49,55.92,53.76,55.65,116847337
2016-04-08,55.43,55.66,54.21,54.42,100782062
2016-04-01,54.21,55.64,53.33,55.57,114717327
2016-03-24,53.25,54.33,52.93,54.21,87128846
2016-03-18,52.71,55.0,52.63,53.49,172729586
2016-03-11,51.56,53.07,50.58,53.07,170419402
2016-03-04,51.35,52.97,50.66,52.03,151430418
2016-02-26,52.28,53.0,50.2,51.3,149833414
